対象のエフェクト名,①ラベル名,①開始時間(秒),②ラベル名,②開始時間(秒),③ラベル名,③開始時間(秒)
11336_01J_a_summon_01,se_eff_11336_s,2.3,,,,
11336_01J_b_death_01,se_eff_monbreak,0,,,,
11336_01J_c_death_01,se_eff_monbreak,0,,,,
11336_01J_d_attack_01,se_eff_11336_d,0,,,,
11336_01J_e_attack_01,se_eff_e21,0,se_eff_attack_exp_1,0.3,,
11558_01J_a_summon_01,se_eff_11558_s,0,,,,
11558_01J_b_death_01,se_eff_monbreak,0,,,,
11558_01J_c_death_01,se_eff_monbreak,0,,,,
11558_01J_d_attack_01,se_eff_11558_d,0,,,,
11558_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
11685_01J_a_summon_01,se_eff_11685_s,1.2,,,,
11685_01J_b_death_01,se_eff_monbreak,0,,,,
11685_01J_c_death_01,se_eff_monbreak,0,,,,
11685_01J_d_attack_01,se_eff_11685_d,0.6,,,,
11685_01J_e_attack_01,se_eff_e21,0,se_eff_attack_exp_1,0.3,,
11715_01J_a_summon_01,se_eff_11715_s,0.5,,,,
11715_01J_b_death_01,se_eff_monbreak,0,,,,
11715_01J_c_death_01,se_eff_monbreak,0,,,,
11715_01J_d_attack_01,se_eff_11715_d,0,,,,
11715_01J_i_spSummon_01,se_eff_11715_sp,0,,,,
11715_01J_e_attack_01,se_eff_e14,0,se_eff_attack_exp_1,0.3,,
11756_01J_a_summon_01,se_eff_11756_s,0.5,,,,
11756_01J_b_death_01,se_eff_monbreak,0,,,,
11756_01J_c_death_01,se_eff_monbreak,0,,,,
11756_01J_d_attack_01,se_eff_11756_d,0,,,,
11756_01J_e_attack_01,se_eff_e16,0,se_eff_attack_exp_1,0.3,,
11757_01J_a_summon_01,se_eff_11757_s,0.8,,,,
11757_01J_b_death_01,se_eff_monbreak,0,,,,
11757_01J_c_death_01,se_eff_monbreak,0,,,,
11757_01J_d_attack_01,se_eff_11757_d,0,,,,
11757_01J_e_attack_01,se_eff_e15,0,se_eff_attack_exp_1,0.3,,
11758_01J_a_summon_01,se_eff_11758_s,0,,,,
11758_01J_b_death_01,se_eff_monbreak,0,,,,
11758_01J_c_death_01,se_eff_monbreak,0,,,,
11758_01J_d_attack_01,se_eff_11758_d,0,,,,
11758_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
11759_01J_a_summon_01,se_eff_11759_s,0.6,,,,
11759_01J_b_death_01,se_eff_monbreak,0,,,,
11759_01J_c_death_01,se_eff_monbreak,0,,,,
11759_01J_d_attack_01,se_eff_11759_d,0,,,,
11759_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
11760_01J_a_summon_01,se_eff_11760_s,1.7,,,,
11760_01J_b_death_01,se_eff_monbreak,0,,,,
11760_01J_c_death_01,se_eff_monbreak,0,,,,
11760_01J_d_attack_01,se_eff_11760_d,0,,,,
11760_01J_e_attack_01,se_eff_e25,0,se_eff_attack_exp_1,0.3,,
11826_01J_a_summon_01,se_eff_11826_s,0,,,,
11826_01J_b_death_01,se_eff_monbreak,0,,,,
11826_01J_c_death_01,se_eff_monbreak,0,,,,
11826_01J_d_attack_01,se_eff_11826_d,0,,,,
11826_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
12150_01J_a_summon_01,se_eff_12150_s,0.3,,,,
12150_01J_b_death_01,se_eff_monbreak,0,,,,
12150_01J_c_death_01,se_eff_monbreak,0,,,,
12150_01J_d_attack_01,se_eff_12150_d,0.2,,,,
12150_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
12908_01J_a_summon_01,se_eff_12908_s,0,,,,
12908_01J_b_death_01,se_eff_monbreak,0,,,,
12908_01J_c_death_01,se_eff_monbreak,0,,,,
12908_01J_d_attack_01,se_eff_12908_d,0,,,,
12908_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
13029_01J_a_summon_01,se_eff_13029_s,0.3,,,,
13029_01J_b_death_01,se_eff_monbreak,0,,,,
13029_01J_c_death_01,se_eff_monbreak,0,,,,
13029_01J_d_attack_01,se_eff_13029_d,0,,,,
13029_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13030_01J_a_summon_01,se_eff_13030_s,0.3,,,,
13030_01J_b_death_01,se_eff_monbreak,0,,,,
13030_01J_c_death_01,se_eff_monbreak,0,,,,
13030_01J_d_attack_01,se_eff_13030_d,0.5,,,,
13030_01J_e_attack_01,se_eff_e10,0,se_eff_attack_exp_1,0.3,,
13031_01J_a_summon_01,se_eff_13031_s,0.3,,,,
13031_01J_b_death_01,se_eff_monbreak,0,,,,
13031_01J_c_death_01,se_eff_monbreak,0,,,,
13031_01J_d_attack_01,se_eff_13031_d,0,,,,
13031_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13036_01J_a_summon_01,se_eff_13036_s,0.45,,,,
13036_01J_b_death_01,se_eff_monbreak,0,,,,
13036_01J_c_death_01,se_eff_monbreak,0,,,,
13036_01J_d_attack_01,se_eff_13036_d,0.3,,,,
13036_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
13041_01J_a_summon_01,se_eff_13041_s,0.4,,,,
13041_01J_b_death_01,se_eff_monbreak,0,,,,
13041_01J_c_death_01,se_eff_monbreak,0,,,,
13041_01J_d_attack_01,se_eff_13041_d,0.5,,,,
13041_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13045_01J_a_summon_01,se_eff_13045_s,0.5,,,,
13045_01J_b_death_01,se_eff_monbreak,0,,,,
13045_01J_c_death_01,se_eff_monbreak,0,,,,
13045_01J_d_attack_01,se_eff_13045_d,0,,,,
13045_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13046_01J_a_summon_01,se_eff_13046_s,2.4,,,,
13046_01J_b_death_01,se_eff_monbreak,0,,,,
13046_01J_c_death_01,se_eff_monbreak,0,,,,
13046_01J_d_attack_01,se_eff_13046_d,0,,,,
13046_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13047_01J_a_summon_01,se_eff_13047_s,0,,,,
13047_01J_b_death_01,se_eff_monbreak,0,,,,
13047_01J_c_death_01,se_eff_monbreak,0,,,,
13047_01J_d_attack_01,se_eff_13047_d,0.2,,,,
13047_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13082_01J_a_summon_01,se_eff_13082_s,0.1,,,,
13082_01J_b_death_01,se_eff_monbreak,0,,,,
13082_01J_c_death_01,se_eff_monbreak,0,,,,
13082_01J_d_attack_01,se_eff_13082_d,0,,,,
13082_01J_i_spSummon_01,se_eff_13082_sp,0.3,,,,
13082_01J_e_attack_01,se_eff_e16,0,se_eff_attack_exp_1,0.3,,
13083_01J_a_summon_01,se_eff_13083_s,1.2,,,,
13083_01J_b_death_01,se_eff_monbreak,0,,,,
13083_01J_c_death_01,se_eff_monbreak,0,,,,
13083_01J_d_attack_01,se_eff_13083_d,0,,,,
13083_01J_i_spSummon_01,se_eff_13083_sp,1,,,,
13083_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13220_01J_a_summon_01,se_eff_13220_s,0.3,,,,
13220_01J_b_death_01,se_eff_monbreak,0,,,,
13220_01J_c_death_01,se_eff_monbreak,0,,,,
13220_01J_d_attack_01,se_eff_13220_d,0,,,,
13220_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
13346_01J_a_summon_01,se_eff_13346_s,0.3,,,,
13346_01J_b_death_01,se_eff_monbreak,0,,,,
13346_01J_c_death_01,se_eff_monbreak,0,,,,
13346_01J_d_attack_01,se_eff_13346_d,0,,,,
13346_01J_e_attack_01,se_eff_e22,0,se_eff_attack_exp_1,0.3,,
15150_01J_a_summon_01,se_eff_15150_s,0,,,,
15150_01J_b_death_01,se_eff_monbreak,0,,,,
15150_01J_c_death_01,se_eff_monbreak,0,,,,
15150_01J_d_attack_01,se_eff_15150_d,0,,,,
15150_01J_i_spSummon_01,se_eff_15150_sp,0,,,,
15150_01J_e_attack_01,se_eff_e12,0,se_eff_attack_exp_1,0.3,,
15159_01J_a_summon_01,se_eff_15159_s,0.5,,,,
15159_01J_b_death_01,se_eff_monbreak,0,,,,
15159_01J_c_death_01,se_eff_monbreak,0,,,,
15159_01J_d_attack_01,se_eff_15159_d,1.3,,,,
15159_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
15164_01J_a_summon_01,se_eff_15164_s,0,,,,
15164_01J_b_death_01,se_eff_monbreak,0,,,,
15164_01J_c_death_01,se_eff_monbreak,0,,,,
15164_01J_d_attack_01,se_eff_15164_d,0,,,,
15164_01J_i_spSummon_01,se_eff_15164_sp,0.3,,,,
15164_01J_e_attack_01,se_eff_e17,0,se_eff_attack_exp_1,0.3,,
15169_01J_a_summon_01,se_eff_15169_s,0.3,,,,
15169_01J_b_death_01,se_eff_monbreak,0,,,,
15169_01J_c_death_01,se_eff_monbreak,0,,,,
15169_01J_d_attack_01,se_eff_15169_d,0,,,,
15169_01J_e_attack_01,se_eff_e15,0,se_eff_attack_exp_1,0.3,,
15173_01J_a_summon_01,se_eff_15173_s,0.3,,,,
15173_01J_b_death_01,se_eff_monbreak,0,,,,
15173_01J_c_death_01,se_eff_monbreak,0,,,,
15173_01J_d_attack_01,se_eff_15173_d,0,,,,
15173_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
15178_01J_a_summon_01,se_eff_15178_s,0.5,,,,
15178_01J_b_death_01,se_eff_monbreak,0,,,,
15178_01J_c_death_01,se_eff_monbreak,0,,,,
15178_01J_d_attack_01,se_eff_15178_d,0,,,,
15178_01J_e_attack_01,se_eff_e09,0,se_eff_attack_exp_1,0.3,,
15188_01J_a_summon_01,se_eff_15188_s,0.4,,,,
15188_01J_b_death_01,se_eff_monbreak,,,,,
15188_01J_c_death_01,se_eff_monbreak,0,,,,
15188_01J_d_attack_01,se_eff_15188_d,0.6,,,,
15188_01J_e_attack_01,se_eff_15188_n,0,se_eff_attack_exp_1,0.3,,
15191_01J_a_summon_01,se_eff_15191_s,0,,,,
15191_01J_b_death_01,se_eff_monbreak,0,,,,
15191_01J_c_death_01,se_eff_monbreak,0,,,,
15191_01J_d_attack_01,se_eff_15191_d,0,,,,
15191_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
15192_01J_a_summon_01,se_eff_15192_s,0,,,,
15192_01J_b_death_01,se_eff_monbreak,0,,,,
15192_01J_c_death_01,se_eff_monbreak,0,,,,
15192_01J_d_attack_01,se_eff_15192_d,0,,,,
15192_01J_e_attack_01,se_eff_e04,0,se_eff_attack_exp_1,0.3,,
15426_01J_a_summon_01,se_eff_15426_s,0.6,,,,
15426_01J_b_death_01,se_eff_monbreak,0,,,,
15426_01J_c_death_01,se_eff_monbreak,0,,,,
15426_01J_d_attack_01,se_eff_15426_d,0,,,,
15426_01J_e_attack_01,se_eff_e17,0,se_eff_attack_exp_1,0.3,,
15792_01J_a_summon_01,se_eff_15792_s,0.5,,,,
15792_01J_b_death_01,se_eff_monbreak,0,,,,
15792_01J_c_death_01,se_eff_monbreak,0,,,,
15792_01J_d_attack_01,se_eff_15792_d,0,,,,
15792_01J_e_attack_01,se_eff_e07,0,se_eff_attack_exp_1,0.3,,
,,,,,,
03918_01J_a_summon_01,se_eff_03918_s,0,,,,
03918_01J_b_death_01,se_eff_monbreak,0,,,,
03918_01J_c_death_01,se_eff_monbreak,0,,,,
03918_01J_d_attack_01,se_eff_03918_d,0,,,,
03918_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
03919_01J_a_summon_01,se_eff_03919_s,0,,,,
03919_01J_b_death_01,se_eff_monbreak,0,,,,
03919_01J_c_death_01,se_eff_monbreak,0,,,,
03919_01J_d_attack_01,se_eff_03919_d,0,,,,
03919_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
04010_01J_a_summon_01,se_eff_04010_s,0.3,,,,
04010_01J_b_death_01,se_eff_monbreak,0,,,,
04010_01J_c_death_01,se_eff_monbreak,0,,,,
04010_01J_d_attack_01,se_eff_04010_d,0.2,,,,
04010_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
04022_01J_a_summon_01,se_eff_04022_s,0.3,,,,
04022_01J_b_death_01,se_eff_monbreak,0,,,,
04022_01J_c_death_01,se_eff_monbreak,0,,,,
04022_01J_d_attack_01,se_eff_04022_d,0,,,,
04022_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
04088_01J_a_summon_01,se_eff_04088_s,0.4,,,,
04088_01J_b_death_01,se_eff_monbreak,0,,,,
04088_01J_c_death_01,se_eff_monbreak,0,,,,
04088_01J_d_attack_01,se_eff_04088_d,0,,,,
04088_01J_i_spSummon_01,se_eff_04088_sp,0,,,,
04088_01J_e_attack_01,se_eff_e18,0,se_eff_attack_exp_1,0.3,,
04767_01J_a_summon_01,se_eff_04767_s,1.3,,,,
04767_01J_b_death_01,se_eff_monbreak,0,,,,
04767_01J_c_death_01,se_eff_monbreak,0,,,,
04767_01J_d_attack_01,se_eff_04767_d,0,,,,
04767_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
05059_01J_a_summon_01,se_eff_05059_s,0,,,,
05059_01J_b_death_01,se_eff_monbreak,0,,,,
05059_01J_c_death_01,se_eff_monbreak,0,,,,
05059_01J_d_attack_01,se_eff_05059_d,0,,,,
05059_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
05067_01J_a_summon_01,se_eff_05067_s,0.2,,,,
05067_01J_b_death_01,se_eff_monbreak,0,,,,
05067_01J_c_death_01,se_eff_monbreak,0,,,,
05067_01J_d_attack_01,se_eff_05067_d,0.2,,,,
05067_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
05556_01J_a_summon_01,se_eff_05556_s,0,,,,
05556_01J_b_death_01,se_eff_monbreak,0,,,,
05556_01J_c_death_01,se_eff_monbreak,0,,,,
05556_01J_d_attack_01,se_eff_05556_d,0.6,,,,
05556_01J_i_spSummon_01,se_eff_05556_sp,0.3,,,,
05556_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
06471_01J_a_summon_01,se_eff_06471_s,0.2,,,,
06471_01J_b_death_01,se_eff_monbreak,0,,,,
06471_01J_c_death_01,se_eff_monbreak,0,,,,
06471_01J_d_attack_01,se_eff_06471_d,0,,,,
06471_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
06475_01J_a_summon_01,se_eff_06475_s,0.1,,,,
06475_01J_b_death_01,se_eff_monbreak,0,,,,
06475_01J_c_death_01,se_eff_monbreak,0,,,,
06475_01J_d_attack_01,se_eff_06475_d,0,,,,
06475_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
06483_01J_a_summon_01,se_eff_06483_s,0,,,,
06483_01J_b_death_01,se_eff_monbreak,0,,,,
06483_01J_c_death_01,se_eff_monbreak,0,,,,
06483_01J_d_attack_01,se_eff_06483_d,0,,,,
06483_01J_e_attack_01,se_eff_06475_n,0,se_eff_attack_exp_1,0.3,,
15898_01J_a_summon_01,se_eff_15898_s,0.5,,,,
15898_01J_b_death_01,se_eff_monbreak,0,,,,
15898_01J_c_death_01,se_eff_monbreak,0,,,,
15898_01J_i_bossSummon_01,se_eff_15898_sp,0.3,,,,
15898_01J_i_spSummon_01,se_eff_15898_sp,0.3,,,,
15898_01J_m_attack_01,se_eff_15898_ma,0,,,,
15898_01J_m_bossAttack_01,se_eff_15898_ba,0,,,,
15898_01J_n_attack_01,se_eff_15898_oa,0.8,,,,
15898_01J_o_attack_01,se_eff_15898_na,0,,,,
15898_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
15898_01J_b_destroy_01,se_eff_15898_bd,0,,,,
15898_01J_j_destroy_01,se_eff_15898_jd,0,,,,
15898_01J_k_down_01,se_eff_15898_kd,0,,,,
,,,,,,
04386_01J_a_summon_01,se_eff_04386_s,0.5,,,,
04386_01J_b_destroy_01,se_eff_04386_bd,0,,,,
04386_01J_i_spSummon_01,se_eff_04386_sp,0.5,,,,
04386_01J_j_destroy_01,se_eff_04386_jd,0,,,,
04386_01J_k_down_01,se_eff_04386_k,0,,,,
04386_01J_m_attack_01,se_eff_04386_ma,0.3,,,,
04386_01J_m_bossAttack_01,se_eff_04386_ba,0,,,,
04386_01J_n_attack_01,se_eff_04386_na,0,,,,
04386_01J_o_attack_01,se_eff_04386_oa,0,,,,
04386_01J_y_down_01,se_eff_04386_yd,0,,,,
04386_01J_i_bossSummon_01,se_eff_04386_sp,0.5,,,,
04386_01J_b_death_01,se_eff_monbreak,0,,,,
04386_01J_c_death_01,se_eff_monbreak,0,,,,
04386_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
06472_01J_a_summon_01,se_eff_06472_s,0.5,,,0,
06472_01J_b_death_01,se_eff_monbreak,0,,,0,
06472_01J_c_death_01,se_eff_monbreak,0,,,0,
06472_01J_d_attack_01,se_eff_06472_d,0,,,0,
06472_01J_e_attack_01,se_eff_06472_n,0,se_eff_attack_exp_1,0.3,,
06482_01J_a_summon_01,se_eff_06482_s,0.5,,,0,
06482_01J_b_death_01,se_eff_monbreak,0,,,0,
06482_01J_c_death_01,se_eff_monbreak,0,,,0,
06482_01J_d_attack_01,se_eff_06482_d,0,,,0,
06482_01J_e_attack_01,se_eff_06482_n,0,se_eff_attack_exp_1,0.3,,
06485_01J_a_summon_01,se_eff_06485_s,0,,,0,
06485_01J_b_death_01,se_eff_monbreak,0,,,,
06485_01J_c_death_01,se_eff_monbreak,0,,,,
06485_01J_d_attack_01,se_eff_06485_d,0,,,,
06485_01J_i_spSummon_01,se_eff_06485_sp,0,,,,
06485_01J_e_attack_01,se_eff_06485_n,0,se_eff_attack_exp_1,0.3,,
06664_01J_a_summon_01,se_eff_06664_s,1.2,,,,
06664_01J_b_death_01,se_eff_monbreak,0,,,,
06664_01J_c_death_01,se_eff_monbreak,0,,,,
06664_01J_d_attack_01,se_eff_06664_d,0.5,,,,
06664_01J_e_attack_01,se_eff_06664_n,0,se_eff_attack_exp_1,0.3,,
06666_01J_a_summon_01,se_eff_06666_s,1.5,,,,
06666_01J_b_death_01,se_eff_monbreak,0,,,,
06666_01J_c_death_01,se_eff_monbreak,0,,,,
06666_01J_d_attack_01,se_eff_06666_d,0,,,,
06666_01J_e_attack_01,se_eff_06666_n,0,se_eff_attack_exp_1,0.3,,
07807_01J_a_summon_01,se_eff_07807_s,0,,,,
07807_01J_b_death_01,se_eff_monbreak,0,,,,
07807_01J_c_death_01,se_eff_monbreak,0,,,,
07807_01J_d_attack_01,se_eff_07807_d,0,,,,
07807_01J_e_attack_01,se_eff_07807_n,0,se_eff_attack_exp_1,0.3,,
08860_01J_a_summon_01,se_eff_08860_s,0,,,,
08860_01J_b_death_01,se_eff_monbreak,0,,,,
08860_01J_c_death_01,se_eff_monbreak,0,,,,
08860_01J_d_attack_01,se_eff_08860_d,0,,,,
08860_01J_i_spSummon_01,se_eff_08860_sp,0.3,,,,
08860_01J_e_attack_01,se_eff_08860_n,0,se_eff_attack_exp_1,0.3,,
10367_01J_a_summon_01,se_eff_10367_s,1.7,,,,
10367_01J_b_death_01,se_eff_monbreak,0,,,,
10367_01J_c_death_01,se_eff_monbreak,0,,,,
10367_01J_d_attack_01,se_eff_10367_d,0,,,,
10367_01J_e_attack_01,se_eff_10367_n,0,se_eff_attack_exp_1,0.3,,
11333_01J_a_summon_01,se_eff_11333_s,1.1,,,,
11333_01J_b_death_01,se_eff_monbreak,0,,,,
11333_01J_c_death_01,se_eff_monbreak,0,,,,
11333_01J_d_attack_01,se_eff_11333_d,0,,,,
11333_01J_e_attack_01,se_eff_11333_n,0,se_eff_attack_exp_1,0.3,,
14251_01J_a_summon_01,se_eff_14251_s,1,,,,
14251_01J_b_death_01,se_eff_monbreak,0,,,,
14251_01J_c_death_01,se_eff_monbreak,0,,,,
14251_01J_d_attack_01,se_eff_14251_d,0,,,,
14251_01J_e_attack_01,se_eff_14251_n,0,se_eff_attack_exp_1,0.3,,
,,,,,,
04063_01J_a_summon_01,se_eff_04063_s,0.6,,,,
04063_01J_b_death_01,se_eff_monbreak,0,,,,
04063_01J_c_death_01,se_eff_monbreak,0,,,,
04063_01J_d_attack_01,se_eff_04063_d,0,,,,
04063_01J_i_spSummon_01,se_eff_04063_sp,0.9,,,,
04063_01J_e_attack_01,se_eff_04063_n,0,se_eff_attack_exp_1,0.3,,
04078_01J_a_summon_01,se_eff_04078_s,0,,,,
04078_01J_b_death_01,se_eff_monbreak,0,,,,
04078_01J_c_death_01,se_eff_monbreak,0,,,,
04078_01J_d_attack_01,se_eff_04078_d,0.8,,,,
04078_01J_e_attack_01,se_eff_04078_n,0,se_eff_attack_exp_1,0.3,,
04078_01J_raid_crack_01,se_eff_04078_c1,0,,,,
04078_01J_raid_crack_02,se_eff_04078_c2,0,,,,
04078_01J_raid_general_01,se_eff_04078_g1,0,,,,
04078_01J_raid_general_02,se_eff_04078_g2,0,,,,
EFF_04078_01J_raid_scattering_L_01,se_eff_monbreak,0,,,,
EFF_04078_01J_raid_scattering_S_01,se_eff_monbreak,0,,,,
06484_01J_a_summon_01,se_eff_06484_s,0,,,,
06484_01J_b_destroy_01,se_eff_06484_bd,0,,,,
06484_01J_b_sampCharge_01,se_eff_06484_bs_01,0,,,,
06484_01J_b_sampCharge_02,se_eff_06484_bs_02,0,,,,
06484_01J_b_sampCharge_03,se_eff_06484_bs_03,0,,,,
06484_01J_b_sampCharge_Cancel_01,se_eff_06484_bs_c01,0,,,,
06484_01J_b_sampCharge_Cancel_02,se_eff_06484_bs_c02,0,,,,
06484_01J_b_sampCharge_Cancel_03,se_eff_06484_bs_c03,0,,,,
06484_01J_i_spSummon_01,se_eff_06484_sp,0.5,,,,
06484_01J_j_destroy_01,se_eff_06484_jd,0,,,,
06484_01J_k_down_01,se_eff_06484_kd,0,,,,
06484_01J_m_attack_01,se_eff_06484_ma,0,,,,
06484_01J_m_bossAttack_01,se_eff_06484_ba,1.5,,,,
06484_01J_n_attack_01,se_eff_06484_na,0,,,,
06484_01J_o_attack_01,se_eff_06484_oa,0,,,,
06484_01J_b_death_01,se_eff_monbreak,0,,,,
06484_01J_c_death_01,se_eff_monbreak,0,,,,
06484_01J_i_bossSummon_01,se_eff_06484_sp,0.5,,,,
06484_01J_e_attack_01,se_eff_attack,0,se_eff_attack_exp_1,0.3,,
07352_01J_a_summon_01,se_eff_07352_s,0,,,,
07352_01J_b_death_01,se_eff_monbreak,0,,,,
07352_01J_c_death_01,se_eff_monbreak,0,,,,
07352_01J_d_attack_01,se_eff_07352_d,0,,,,
07352_01J_e_attack_01,se_eff_07352_n,0,se_eff_attack_exp_1,0.3,,
07898_01J_a_summon_01,se_eff_07898_s,0,,,,
07898_01J_b_death_01,se_eff_monbreak,0,,,,
07898_01J_c_death_01,se_eff_monbreak,0,,,,
07898_01J_d_attack_01,se_eff_07898_d,0,,,,
07898_01J_i_spSummon_01,se_eff_07898_sp,1.16,,,,
07898_01J_e_attack_01,se_eff_07898_n,0,se_eff_attack_exp_1,0.3,,
08014_01J_a_summon_01,se_eff_08014_s,0.2,,,,
08014_01J_b_death_01,se_eff_monbreak,0,,,,
08014_01J_c_death_01,se_eff_monbreak,0,,,,
08014_01J_d_attack_01,se_eff_08014_d,0,,,,
08014_01J_e_attack_01,se_eff_08014_n,0,se_eff_attack_exp_1,0.3,,
08623_01J_a_summon_01,se_eff_08623_s,0,,,,
08623_01J_b_death_01,se_eff_monbreak,0,,,,
08623_01J_c_death_01,se_eff_monbreak,0,,,,
08623_01J_d_attack_01,se_eff_08623_d,0,,,,
08623_01J_e_attack_01,se_eff_08623_n,0,se_eff_attack_exp_1,0.3,,
08624_01J_a_summon_01,se_eff_08624_s,0,,,,
08624_01J_b_death_01,se_eff_monbreak,0,,,,
08624_01J_c_death_01,se_eff_monbreak,0,,,,
08624_01J_d_attack_01,se_eff_08624_d,0,,,,
08624_01J_e_attack_01,se_eff_08624_n,0,se_eff_attack_exp_1,0.3,,
09448_01J_a_summon_01,se_eff_09448_s,0,,,,
09448_01J_b_death_01,se_eff_monbreak,0,,,,
09448_01J_c_death_01,se_eff_monbreak,0,,,,
09448_01J_d_attack_01,se_eff_09448_d,0,,,,
09448_01J_e_attack_01,se_eff_09448_n,0,se_eff_attack_exp_1,0.3,,
10635_01J_a_summon_01,se_eff_10635_s,0,,,,
10635_01J_b_death_01,se_eff_monbreak,0,,,,
10635_01J_c_death_01,se_eff_monbreak,0,,,,
10635_01J_d_attack_01,se_eff_10635_d,0,,,,
10635_01J_e_attack_01,se_eff_10635_n,0,se_eff_attack_exp_1,0.3,,
10637_01J_a_summon_01,se_eff_10637_s,0,,,,
10637_01J_b_death_01,se_eff_monbreak,0,,,,
10637_01J_c_death_01,se_eff_monbreak,0,,,,
10637_01J_d_attack_01,se_eff_10637_d,1.1,,,,
10637_01J_e_attack_01,se_eff_10637_n,0,se_eff_attack_exp_1,0.3,,
06239_01J_a_summon_01,se_eff_06239_s,0,,,,
06239_01J_b_destroy_01,se_eff_06239_bd,0,,,,
06239_01J_i_spSummon_01,se_eff_06239_sp,0,,,,
06239_01J_j_destroy_01,se_eff_06239_jd,0,,,,
06239_01J_k_down_01,se_eff_06239_kd,0,,,,
06239_01J_m_attack_01,se_eff_06239_ma,0,,,,
06239_01J_m_bossAttack_01,se_eff_06239_ba,0,,,,
06239_01J_n_attack_01,se_eff_06239_na,0,,,,
06239_01J_o_attack_01,se_eff_06239_oa,0,,,,
06239_01J_i_bossSummon_01,se_eff_06239_sp,0,,,,
Common_skill_change_01,se_eff_skill_change_01,0,,,,
Common_field_forest_01,se_eff_skill_140,0,,,,
,,,,,,
04073_01J_a_summon_01,se_eff_04073_s,0.2,,,,
04073_01J_b_destroy_01,se_eff_04073_bd,0,,,,
04073_01J_i_spSummon_01,se_eff_04073_sp,0,,,,
04073_01J_j_destroy_01,se_eff_04073_jd,0.5,,,,
04073_01J_k_down_01,se_eff_04073_kd,0,,,,
04073_01J_m_attack_01,se_eff_04073_ma,0,,,,
04073_01J_m_bossAttack_01,se_eff_04073_ba,0,,,,
04073_01J_n_attack_01,se_eff_04073_na,0,,,,
04073_01J_o_attack_01,se_eff_04073_oa,0,,,,
06190_01J_a_summon_01,se_eff_06190_s,0,,,,
06190_01J_b_destroy_01,se_eff_06190_bd,0,,,,
06190_01J_i_spSummon_01,se_eff_06190_sp,0,,,,
06190_01J_j_destroy_01,se_eff_06190_jd,0,,,,
06190_01J_k_down_01,se_eff_06190_kd,0,,,,
06190_01J_m_attack_01,se_eff_06190_ma,1,,,,
06190_01J_m_bossAttack_01,se_eff_06190_ba,0,,,,
06190_01J_n_attack_01,se_eff_06190_na,0,,,,
06190_01J_o_attack_01,se_eff_06190_oa,0,,,,
08800_01J_a_summon_01,se_eff_08800_s,1.2,,,,
08800_01J_b_death_01,se_eff_monbreak,0,,,,
08800_01J_c_death_01,se_eff_monbreak,0,,,,
08800_01J_d_attack_01,se_eff_08800_d,0,,,,
08800_01J_e_attack_01,se_eff_e06,0,se_eff_attack_exp_1,0.3,,
09730_01J_a_summon_01,se_eff_09730_s,1.2,,,,
09730_01J_b_death_01,se_eff_monbreak,0,,,,
09730_01J_c_death_01,se_eff_monbreak,0,,,,
09730_01J_d_attack_01,se_eff_09730_d,0.2,,,,
09730_01J_e_attack_01,se_eff_e11,0,se_eff_attack_exp_1,0.3,,
